,price,percent_change,market_cap,vol_24h,id
CARDS,1.91,-5.00955,14746637,145763.0,cardstarter
GZIL,26.26,-15.53581,14700013,371847.0,governance-zil
SPOOL,2.3,-6.5927,14671021,50573.0,spool-dao-token
IPAD,0.02387301,-8.89487,14556128,84964.0,infinity-pad
PCT,1.69,,14520708,12054.0,percent
VERSE,0.01792175,9.82796,14488597,118475.0,shibaverse
NFTB,0.122782,-3.08168,14418642,700957.0,nftb
DOGEGF,7.74e-10,-5.64081,14326437,77339.0,dogegf
MOVE,6.651e-05,-2.39112,14322167,31398.0,marketmove
SUNNY,0.00429695,-4.05317,14308104,715685.0,sunny-aggregator
PLU,7.75,-12.51269,14299745,745459.0,pluton
$ADS,0.177763,1.88493,14226944,167897.0,alkimi
VALOR,0.539523,-5.17241,14218534,1353177.0,smart-valor
POLC,0.307512,-5.7362,14139188,2959172.0,polka-city
K21,0.96675,-0.24515,14101605,1270240.0,k21
XTM,0.199984,-3.84937,14046057,1446089.0,torum
RTM,0.01112063,-2.63826,14041003,82957.0,raptoreum
MARS4,0.01468697,1.53437,13962572,586125.0,mars4
GBYTE,17.41,-2.83356,13954977,29462.0,byteball
METAV,0.063781,-0.15038,13909852,220996.0,metavpad
O3,0.387538,-1.83254,13854608,2439767.0,o3-swap
FHM,18.16,0.16795,13726630,187104.0,fantohm
PYE,2.7453e-08,9.58624,13718764,0.0,creampye
VAL,3.12,-4.88506,13716433,402903.0,radium
EAC,0.00106557,-11.60301,13704485,159034.0,earthcoin
POLK,0.217533,-1.89083,13685107,701000.0,polkamarkets
EVC,0.00414413,2.6448,13675634,21882.0,eco-value-coin
CCS,5.28,0.18051,13660081,22484.0,cloutcontracts
SKU,0.086395,-3.31272,13621606,406787.0,sakura
PBTC35A,63.37,3.18977,13589283,83001.0,pbtc35a
DOGEDASH,0.00025185,-7.50619,13540865,207273.0,doge-dash
MLT,0.144928,-5.01367,13499540,401824.0,media-licensing-token
ELK,2.34,-4.05569,13454353,1177836.0,elk-finance
SAUD,0.720642,-0.73517,13432980,99384.0,saud
MNG,0.04753524,-4.6957,13421758,84409.0,moon-nation-game
AUTO,383.36,-1.83499,13369930,3580714.0,auto
VEE,0.0040447,-9.99296,13357794,23375.0,blockv
ARIA20,0.497395,6.67176,13355812,10206.37,arianee
DTX,0.059296,-0.43655,13349119,2229.49,databroker-dao
XPX,0.00208155,-3.44572,13332998,2253.84,proximax
BIGSB,1.49,-3.43138,13304334,192096.0,bigshortbets
PALLA,0.02257766,-2.63963,13271876,416920.0,pallapay
MINT,1.153e-05,-4.787,13233550,294639.0,mint-club
SKEY,0.06509,-6.19886,13217929,944151.0,skey-network
GFT,7.25,-3.64052,13213160,42176.0,game-fantasy-token
SCREAM,29.7,-13.66365,13203226,1984145.0,scream
0XBTC,1.65,2.77154,13180970,107753.0,oxbitcoin
GOVI,1.16,-6.50308,13169655,230097.0,govi
MPH,29.24,-14.22749,13148587,400326.0,88mph
VKR,0.10785,-2.31388,13147512,23715.0,valkyrie-protocol
INXT,11.91,3.06895,13142610,395957.0,internxt
WAGMI,16.29,-2.53568,13099065,716788.0,euphoria-2
KUMA,1.09987e-07,-9.00821,13080992,462486.0,kuma-inu
AQUA,0.00374934,-2.18278,13003807,1993188.0,aquarius
PND,0.00037532,2.28596,12986262,191.86,pandacoin
PMON,4.07,0.27859,12862306,714118.0,polychain-monsters
IXS,0.26876,-5.09353,12833369,42480.0,ix-swap
INDEX,5.89,-4.91009,12832502,234344.0,index-cooperative
GHX,0.04050659,-5.84098,12828927,345531.0,gamercoin
XAS,0.105787,,12805434,10.35,asch
DXL,0.170655,-9.25556,12766724,70797.0,dexlab
KUJI,0.428212,-13.77348,12723851,305604.0,kujira
UFO,0.00323128,11.09135,12709445,22901.0,ufocoin
WTC,0.435373,-4.84198,12697096,4610152.0,waltonchain
NEWO,0.164782,-18.77104,12693642,758628.0,new-order
SAN,0.198455,-1.91924,12680208,7402.87,santiment-network-token
ADAX,0.243088,-13.79172,12599173,1650563.0,adax
CRPT,0.148595,-10.67811,12595428,1052814.0,crypterium
VFOX,0.60046,-5.6105,12594799,78931.0,vfox
CPOOL,0.237849,-4.27071,12590115,675204.0,clearpool
LZ,2.02,-2.49295,12582471,37579.0,launchzone
YLA,1.16,,12577954,0.0,yearn-lazy-ape
RIN,1.39,-4.33421,12527821,118751.0,aldrin
STARS,0.04111725,-3.66188,12490688,88451.0,mogul-productions
VEMP,0.07182,-4.49093,12472105,2003053.0,vempire-ddao
BAN,0.00937671,-3.65684,12389064,78443.0,banano
BLT,0.491324,-14.42497,12297549,323011.0,blocto-token
SIENNA,5.56,-2.07367,12251736,315537.0,sienna
CARD,0.00407549,1.43094,12242491,44190.0,cardstack
MCB,3.41,-5.71409,12231338,203219.0,mcdex
SHOPX,0.13948,5.02301,12215034,178575.0,splyt
GRIN,0.126081,-8.27373,12190805,1768224.0,grin
FDT,0.151899,0.52233,12189529,266899.0,fiat-dao-token
BIR,0.11586,-0.5059,12172860,4213.07,birake
PPT,0.404899,23.67441,12164249,426441.0,populous
GAMMA,0.365625,6.40058,12134381,73946.0,gamma-strategies
TETHYS,2.21,-1.12327,12124471,1274728.0,tethys-finance
VVSP,3.45,-0.14183,12086573,1058.29,vvsp
ACT,0.410467,-15.48348,11978817,2769981.0,acet-token
BTC2,0.661255,41.9367,11873659,855.36,bitcoin-2
SFI,147.4,-5.44699,11804747,266827.0,saffron-finance
SPARTA,0.127379,-2.52506,11756328,441129.0,spartan-protocol-token
CUT,0.073478,0.18144,11743176,20.65,cutcoin
EGG,217.34,-3.96102,11705429,86267.0,waves-ducks
MATTER,0.373898,-5.06244,11689235,437551.0,antimatter
SIN,0.108231,0.68897,11654926,435505.0,sin-city
BLANK,0.528644,-21.43475,11648758,865243.0,blank
UXD,1.002,-0.19793,11621976,440657.0,uxd-stablecoin
BRUSH,0.064744,-9.52817,11596425,646912.0,paint-swap
MOBI,0.02249036,-3.57322,11536613,81436.0,mobius
PBR,0.255891,-10.5081,11522425,1427976.0,polkabridge
UPUNK,0.04581725,-5.49285,11437491,91808.0,unicly-cryptopunks-collection
ORAI,4.99,-10.81798,11354934,568779.0,oraichain-token
POOLZ,3.7,-0.43324,11330918,491534.0,poolz-finance
HND,1.14,-3.29589,11310632,479803.0,hundred-finance
PETS,1.28e-06,-11.95484,11258840,126300.0,micropets
1ART,0.115985,-4.59444,11229824,343784.0,1art
EQX,0.09105,-8.17417,11127927,562467.0,eqifi
PLOT,0.122618,-4.6146,11126296,162021.0,plotx
GAINS,0.325275,-2.83113,11119503,9586.37,gains
LSS,0.49896,-7.77033,11105609,641285.0,lossless
AQUA,110.41,5.10957,11039683,76245.0,planet-finance
DCN,1.533e-05,-2.04065,10858175,290053.0,dentacoin
SRK,0.00128229,-4.8718,10776238,419866.0,sparkpoint
OXB,1.51,-12.73351,10765382,130837.0,oxbull-tech
BENT,5.16,-19.35109,10729886,1222578.0,bent-finance
TRI,0.429855,-6.56699,10719796,969199.0,trisolaris
RING,0.02058663,-5.62387,10679066,717061.0,darwinia-network-native-token
BIP,0.0020146,-9.41323,10673111,11856.07,bip
UNO,0.180879,0.8592,10641920,321118.0,uno-re
MYST,0.32371,-3.76702,10639099,84936.0,mysterium
IGNIS,0.0139682,-1.7917,10629985,134169.0,ignis
BAS,0.215841,4.47098,10607340,68657.0,block-ape-scissors
SANTOS,2.33,-2.89113,10595821,1617167.0,santos-fc-fan-token
BOG,0.748731,-0.85981,10567985,62060.0,bogged-finance
NAOS,0.175863,-5.41069,10540234,417976.0,naos-finance
ABYSS,0.04720617,3.61301,10422493,164470.0,the-abyss
TROY,0.00548153,-4.9354,10400823,1067302.0,troy
SEFI,0.03002019,-8.0104,10368752,586571.0,secret-finance
ARCHA,2.39e-10,-0.79213,10367369,1564.99,archangel-token
LPOOL,1.057,-5.58552,10312644,602853.0,launchpool
VVT,0.161647,-0.0094,10283145,1019.31,versoview
DDIM,8.91,-2.91867,10231939,102156.0,duckdaodime
UNIC,32.46,30.34268,10227811,1351727.0,unicly
ZEE,0.149405,-5.8768,10201957,417749.0,zeroswap
TCT,0.01757429,-3.05772,10156332,684233.0,tokenclub
SUTER,0.00279285,-1.48441,10133992,94577.0,suterusu
CND,0.00526028,16.82511,10130746,459732.0,cindicator
BCMC,0.178709,-2.19059,10103025,208872.0,blockchain-monster-hunt
KCCPAD,0.03772511,-7.034,10102085,207676.0,kccpad
BTSG,0.146118,-3.72278,10077351,102696.0,bitsong
KAN,0.00184805,-1.79035,10067114,133052.0,kan
MAHA,3.05,1.87504,10055383,483726.0,mahadao
WWC,0.099179,2.17677,10035622,66433.0,werewolf-coin
DHT,0.416577,0.86524,10031138,191460.0,dhedge-dao
BAX,0.00030827,-6.31503,10027775,378302.0,babb
RADAR,0.01737885,-6.74517,10017159,492346.0,dappradar
SAFEMARS,2.6104e-08,-6.89792,10002702,144846.0,safemars
BANANA,15.88,2.88992,9987614,421511.0,banana
JRT,0.04621409,1.99859,9917265,121739.0,jarvis-reward-token
TAROT,0.394395,-11.69726,9902966,815619.0,tarot
FCT,0.967338,5.24515,9901200,1947.31,factom
BANK,0.03851187,-3.04619,9885772,33655.0,bankless-dao
NVT,0.02802515,-1.25939,9775027,6091.28,nervenetwork
BETU,0.093131,-9.3506,9758100,1287197.0,betu
NETT,2.24,-13.85334,9756445,1792808.0,netswap
DMTR,0.458793,-8.49868,9741236,383309.0,dimitra
PCL,0.04416733,-1.28272,9738999,862173.0,peculium-2
XMS,0.03277528,-9.95673,9694998,464936.0,mars-ecosystem-token
LITH,0.00604446,-1.83108,9693761,260052.0,lithium-finance
FRM,0.083946,-3.0637,9677823,993312.0,ferrum-network
STRX,0.067767,-8.122,9636025,226932.0,strikecoin
MPS,19.32,0.85347,9628258,13042.45,mt-pelerin-shares
AMB,0.01724778,-2.10107,9593663,322198.0,amber
AOG,0.147325,-5.34022,9578300,10176.48,smartofgiving
LOOP,0.090658,-14.04069,9569831,30486.0,loop-token
TONE,0.01682244,-3.37019,9565152,45740.0,te-food
TRUBGR,1.7236e-08,-1.10659,9560867,6854.8,trubadger
MSLV,22.14,0.05813,9536122,1043551.0,mirrored-ishares-silver-trust
IFC,0.00010509,-17.56881,9532092,13.23,infinitecoin
WOM,0.095204,-4.86919,9486731,567585.0,wom-token
TRA,4.61,-0.22571,9478631,1795328.0,trabzonspor-fan-token
NXT,0.0094937,0.13623,9476702,132050.0,nxt
BAO,0.0001292,0.22756,9458704,1818569.0,bao-finance
BRG.X,0.134105,-0.45477,9451326,53124.0,bridge
SHI,0.077306,-9.9676,9371068,166489.0,shirtum
BONDLY,0.04870751,-6.12222,9349446,740732.0,bondly
NEBL,0.493228,-0.84365,9338646,80523.0,neblio
TEMP,0.126252,1.30382,9323020,159406.0,tempus
SI,0.415245,3.48308,9319722,3989.42,siren
ETP,0.113414,-6.15471,9261123,28605.0,metaverse-etp
USDX,1.92,,9243744,0.0,dollars
GUILD,0.267753,-0.88126,9240228,33416.0,blockchainspace
FXF,0.101546,-0.54123,9227583,44658.0,finxflo
SPANK,0.01049136,-4.81409,9199207,979.69,spankchain
NAV,0.126155,-4.77218,9196231,55728.0,nav-coin
REALM,0.198179,-1.85111,9189464,964679.0,realm
APM,0.02534306,1.55613,9159383,281090.0,apm-coin
HAUS,22.0,-1.90397,9065792,3429.37,daohaus
CONV,0.0052024,-6.36634,9062110,609806.0,convergence
WAD,0.189595,-7.68468,9033096,1504.3,warden
DOSE,0.093811,0.56483,9021508,381239.0,dose-token
WXT,0.00390065,0.74179,8980168,942223.0,wirex
XRUNE,0.078452,-1.19204,8973663,397554.0,thorstarter
SMI,8.94e-06,-10.39577,8955984,66086.0,safemoon-inu
APW,1.046,-1.17331,8928431,29063.0,apwine
GEL,0.761445,-3.9747,8920893,666676.0,gelato
FORT,6.52,9.11918,8906714,253529.0,fortressdao
XEQ,0.159133,-0.09292,8900709,6140.86,triton
JULD,0.01496689,4.93698,8867004,329697.0,julswap
BUY,0.01707576,4.51709,8862903,116295.0,burency
BIOS,1.78,-5.2578,8798013,39560.0,bios
MEDIA,35.29,-0.3316,8794810,993881.0,media-network
FLAME,0.382501,-11.5037,8786287,996107.0,firestarter
TAU,0.058271,4.94012,8769962,755246.0,lamden
BABYDOGE,2.1998e-08,4.05063,8747565,34906.0,babydoge-coin-eth
DPS,0.154059,11.41818,8743102,443409.0,deepspace
PIKA,9.9555e-08,8.54536,8674947,756.01,pikachu
ABR,3.0,-2.5444,8672916,152441.0,allbridge
IB,169.66,8.61896,8669584,20833954.0,iron-bank
ZB,0.146467,-3.57297,8668011,707801.0,zb-token
NAS,0.190859,-2.14566,8666780,2075189.0,nebulas
SPEC,1.2,0.07886,8660762,123419.0,spectrum-token
CBC,0.04162891,-6.40047,8632004,28180.0,cashbet-coin
GAL,2.43,-2.15846,8623686,188333.0,galatasaray-fan-token
SWOP,4.04,-0.8224,8621541,123140.0,swop
CS,0.0388574,4.07697,8611227,287383.0,credits
UNIX,0.244888,-2.03188,8572176,963891.0,unix
BCOIN,0.293066,2.66373,8558770,2267476.0,bomber-coin
HUSL,0.981654,-6.67069,8553035,287349.0,the-husl
ANCHOR,0.053455,-1.02824,8550043,19202.51,anchorswap
PHB,0.232586,-0.13853,8531609,114169.0,phoenix-global
SVS,0.00201127,0.89229,8517910,51404.0,givingtoservices-svs
CERBY,0.00038625,-4.25492,8506357,64582.0,cerby-token
MTH,0.02224971,-9.45919,8478823,226342.0,monetha
RPG,9.15,-4.19309,8470360,67416.0,rangers-protocol-gas
LIKE,0.106598,-5.14735,8468717,612579.0,only1
ISP,0.00280637,-12.65391,8455456,2195168.0,ispolink
SHROOM,0.182731,-4.10045,8430826,403979.0,shroom-finance
ORION,0.162932,-1.70596,8413455,119873.0,orion-money
TUS,0.106748,-7.8229,8410252,3662666.0,treasure-under-sea
WGC,0.750832,-4.55528,8392830,1245919.0,green-climate-world
MIAU,35.91,-1.51689,8387332,167412.0,mirrored-ishares-gold-trust
ROBOT,42.61,-1.0027,8377243,4819.0,robot
CUMMIES,0.00587147,-13.65708,8373260,66612.0,cumrocket
NRCH,4.01,-1.70782,8341134,20237.0,enreachdao
STARSHIP,0.443967,-2.47703,8332231,34488.0,starship
CAS,0.01145213,-3.8037,8330703,746329.0,cashaa
CAP,97.47,15.47953,8328752,11531.3,cap
SCROOGE,2.4235e-08,-3.22711,8315468,31728.0,scrooge
ACM,4.17,1.92209,8291767,958820.0,ac-milan-fan-token
XAI,0.189707,1.51066,8283222,17759.46,sideshift-token
KLEE,8.3e-11,-1.30324,8249980,59138.0,kleekai
RAE,1.19,1.2812,8189029,9984.27,rae-token
VIDYA,0.188838,-4.65098,8185301,68239.0,vidya
MNDE,0.131237,-6.10187,8174453,166374.0,marinade
SPI,9.31,-4.03539,8159880,604889.0,shopping-io
ZT,0.01630311,1.0783,8127192,1427534628.0,ztcoin
GRO,2.12,4.27565,8110541,294040.0,gro-dao-token
ICE,0.12574,-4.10682,8110135,351183.0,decentral-games-ice
MTSLA,891.6,-1.56282,8079033,155812.0,mirrored-tesla
DFYN,0.092547,-7.23296,8050612,962490.0,dfyn-network
KEX,0.249396,0.57645,8037861,407581.0,kira-network
XRT,7.08,-4.06161,8030133,321568.0,robonomics-network
CWS,3.64,-7.05598,8025592,1141420.0,crowns
CWBTC,751.87,-0.00125,8021360,536582.0,compound-wrapped-btc
OS,11.85,-1.77256,7995231,12234.69,ethereans
PRISM,0.01526012,-5.72248,7981258,167583.0,prism
NFTL,0.02139039,-3.93443,7979835,173591.0,nifty-league
KATA,0.00170663,-7.18704,7939212,299743.0,katana-inu
DIGG,31428.0,-3.24195,7932871,0.0,digg
PROB,0.291697,-8.45476,7932142,30415.0,probit-exchange
FCL,0.064601,-10.44571,7930963,127517.0,fractal
THOR,0.330355,-3.92673,7920574,53842.0,thorswap
X,0.00713831,-0.67364,7900504,309045.0,x-2
SALT,0.089558,-8.64901,7862807,16920.02,salt
MDA,0.399961,-0.79524,7850416,830078.0,moeda-loyalty-points
SAFE,0.249517,8.86697,7831941,53.02,safe-coin-2
MUSK,0.226654,-18.67621,7830672,516348.0,musk-gold
GLC,0.177456,-3.32291,7825691,34667.0,goldcoin
FARA,0.337494,-6.04759,7802828,507435.0,faraland
FEVR,0.00206146,-6.68009,7782565,76396.0,realfevr
MGOD,0.549798,-12.08629,7739215,192024.0,metagods
NEC,0.04913561,6.26111,7728765,5464.28,nectar-token
WAM,0.121721,-4.32881,7719897,109249.0,wam
TON,0.02764862,-0.72883,7681583,31059.0,tontoken
TWD,0.04156497,8.63691,7675649,481369.0,terra-world-token
BSCX,2.01,-1.17686,7674312,180.61,bscex
MQQQ,352.7,1.00466,7665939,105494.0,mirrored-invesco-qqq-trust
GYRO,45.07,-0.54573,7642899,44524.0,gyro
KDC,0.00601597,-0.15356,7638739,36722.0,fandom-chain
MSU,0.128199,-1.01748,7633690,273147.0,metasoccer
ENQ,0.03831712,-2.82694,7606835,232001.0,enq-enecuum
SCLP,0.610745,-10.39253,7606497,1199142.0,scallop
LUNR,0.389701,-9.9542,7571996,169561.0,lunr-token
DBC,0.0023643,-12.19867,7569489,242337.0,deepbrain-chain
DINGER,7.54e-06,-0.57672,7551188,36808.0,dinger-token
RDN,0.143422,0.19078,7525220,71036.0,raiden-network
NRFB,0.061022,-12.86211,7510227,2776949.0,nurifootball
MOD,0.510913,-0.34696,7501074,457732.0,modefi
MAAPL,166.51,0.21561,7500212,571745.0,mirrored-apple
ACCEL,0.03938768,-2.3271,7488338,539221.0,accel-defi
REF,1.38,-6.1845,7408554,231745.0,ref-finance
SLICE,0.424022,0.31735,7369151,62084.0,tranche-finance
AFC,1.82,-0.34241,7356780,171558.0,arsenal-fan-token
RFUEL,0.03273403,-4.85872,7354474,727970.0,rio-defi
NOTE,0.938223,4.01011,7342210,78658.0,notional-finance
BMON,0.04316505,-3.59155,7330261,1390379.0,binamon
SNY,1.024,-0.93243,7326691,101809.0,synthetify-token
LAMB,0.00393755,-8.81913,7322698,772108.0,lambda
POOL,2.38,-9.85541,7308363,73666.0,pooltogether
ALD,0.059569,-1.61151,7303999,136194.0,aladdin-dao
GSWAP,0.830876,-12.4268,7282120,321449.0,gameswap-org
IDV,0.00920466,-0.53673,7249148,149189.0,idavoll-network
BIFI,0.02518398,-1.08486,7244693,49621.0,bifi
ADK,0.28756,-2.15368,7185598,242128.0,aidos-kuneen
MAXI,13.63,-7.14265,7171992,91334.0,maximizer
EVN,23.74,0.18345,7171762,46789.0,evolution-finance
NFTART,2.79e-10,-4.59018,7163983,145365.0,nft-art-finance
MER,0.130132,-5.29016,7154016,181655.0,mercurial
UNB,0.00739867,-6.41416,7150073,223153.0,unbound-finance
COLA,0.127353,-7.05617,7116327,107612.0,cola-token
FROYO,0.073905,0.1843,7105358,717754.0,froyo-games
NFD,0.0001266,-2.90609,7096310,22200.0,feisty-doge-nft
EXNT,0.112073,1.85333,7089529,0.0,exnetwork-token
CMK,0.241968,0.34318,7079147,8651.59,credmark
MINT,0.080824,6.30553,7066379,57165.0,public-mint
UNCL,37.35,6.47243,7064787,289394.0,uncl
SWISE,0.10212,0.61431,7060985,3688.66,stakewise
BLZZ,0.0320901,-5.67657,7055534,74478.0,blizz-finance
KROM,0.086146,1.86607,7049263,449463.0,kromatika
WARP,154.05,-1.22931,7042653,292458.0,warp-finance
STA,0.08823,-1.8036,7024714,19684.97,statera
MM,7.0,-3.4459,7012706,70331.0,million
ARC,0.235178,0.07534,7011372,20.88,arcticcoin
VSTA,2.18,4.27154,6994194,1514557.0,vesta-finance
VIPER,0.114995,-10.83324,6979218,136408.0,viper
REVO,0.312267,-3.19732,6978749,1231010.0,revomon
REVA,1.56,-5.43806,6958456,74032.0,revault-network
MBABA,125.23,-2.10902,6949647,66734.0,mirrored-alibaba
ERSDL,0.01841837,-7.78281,6936799,217407.0,unfederalreserve
BTC2X-FLI,23.68,-1.15346,6897500,133117.0,btc-2x-flexible-leverage-index
MITX,0.01587357,-4.10195,6888477,151369.0,morpheus-labs
WABI,0.116191,-3.26414,6867581,711415.0,wabi
KLO,0.212196,-4.22791,6857072,438924.0,kalao
CHG,1.4,,6844443,2.88,charg-coin
C3,0.315947,-3.91399,6803077,30310.0,charli3
XEND,0.085448,-5.61125,6778141,102851.0,xend-finance
OLT,0.01561415,-11.54332,6775083,274451.0,one-ledger
UBE,0.13326,0.61589,6768036,99688.0,ubeswap
LABS,0.00316639,-7.962,6758844,236958.0,labs-group
FREE,8.43242e-07,-2.52672,6745044,201328.0,freedom-coin
GXT,0.098023,12.14028,6704357,278490.0,gemma-extending-tech
PNODE,0.055125,-5.71657,6701470,13856.82,pinknode
OAX,0.116227,-3.60268,6690912,131856.0,openanx
GERO,0.03068997,-6.025,6677150,73381.0,gerowallet
ASTRO,0.01557305,-12.46957,6667473,216935.0,astroswap
DAFI,0.0139668,-2.82277,6637527,298124.0,dafi-protocol
GTON,1.83,-4.75511,6636722,99632.0,gton-capital
UJENNY,0.66215,-8.46399,6626043,57919.0,jenny-metaverse-dao-token
WSG,1.55e-08,-8.83486,6624920,747031.0,wall-street-games
MGOOGL,2703.35,-0.03537,6600371,30681.0,mirrored-google
BLXM,1.49,2.9803,6593892,1284815.0,bloxmove-erc20
BIT,1.342e-05,-9.31713,6571378,75858.0,biconomy-exchange-token
SATA,0.332503,-18.2869,6567198,251733.0,signata
BITCNY,0.158356,1.57313,6531103,437295.0,bitcny
ODDZ,0.138455,-2.06304,6475731,338671.0,oddz
WTF,0.491905,-0.71137,6454039,134898.0,waterfall-governance-token
NDX,1.87,-17.14342,6449295,226919.0,indexed-finance
SB,0.01224754,4.61198,6434481,7938.59,superbonds
DFY,0.01524997,-4.16266,6416404,243831.0,defi-for-you
OJA,0.17087,9.05991,6411287,244725.0,ojamu
TCH,0.00915156,-0.34088,6406131,2847335.0,tigercash
MAMZN,3138.55,-7.33236,6383162,377107.0,mirrored-amazon
FLX,0.517249,-3.53746,6360440,473178.0,flux-token
YFIII,397.79,-2.42907,6354296,77140.0,dify-finance
BELT,1.47,-1.3541,6351454,311139.0,belt
BDT,5.48,0.60087,6346584,0.0,blackdragon-token
MUSO,67.32,2.33072,6308416,668592.0,mirrored-united-states-oil-fund
RADAR,0.128236,-7.12727,6299168,60905.0,radar
SLT,1.24,-7.12226,6286973,58467.0,smartlands
STRP,1.7,-7.15887,6276550,150970.0,strips-finance
GRO,15.38,0.35204,6236756,36514.0,growth-defi
TOWER,0.02126263,-9.36741,6226668,1219123.0,tower
COV,0.327472,-6.82764,6195716,178475.0,covesting
STAK,0.00350332,0.93623,6179697,11493.47,jigstack
COPE,0.318875,-2.64005,6163962,126408.0,cope
VRN,135.59,-9.22246,6160136,437538.0,varen
RDT,0.120031,-8.84476,6156249,137892.0,ridotto
IOV,0.0454154,0.2226,6131449,17724.48,starname
KINE,0.303593,-2.85635,6125838,1298565.0,kine-protocol
PPAY,0.04022308,-7.77882,6118737,192765.0,plasma-finance
ZMN,0.01008504,0.33696,6114543,204.97,zmine
LCC,0.00810517,-8.7153,6114467,238.1,litecoin-cash
FKX,0.04085319,-1.91991,6111939,1075513.0,fortknoxter
AWX,1.85,-2.32276,6104254,6844.28,auruscoin
GHOST,0.305135,-8.77072,6103425,1743.8,ghost-by-mcafee
IONX,0.230547,-0.37421,6103077,64744.0,charged-particles
PSL,0.00240407,-0.61352,6090034,1123.88,pastel
WILD,0.170695,-1.21622,6088463,8783.97,wild-credit
XIDR,6.949e-05,0.12562,6076141,327593.0,straitsx-indonesia-rupiah
DMD,1.64,-0.07811,6032375,11154.74,diamond
OIL,0.414917,-0.02697,6018363,1259.67,oiler
NFTD,0.318057,-6.4417,6015385,80190.0,nftrade
DOV,0.01939607,-0.45156,6003871,113496.0,dovu
MINIDOGE,7.184e-09,-8.12037,6000643,206235.0,minidoge
SCC,0.568877,2.71747,5980631,9610.11,stakecube
XSN,0.047945,0.43309,5968432,6577.22,stakenet
ULT,0.178063,13.73727,5963953,118310.0,shardus
NFT,0.147524,-8.78256,5961760,58041.0,nft-protocol
APY,0.100401,-3.84714,5946601,35102.0,apy-finance
MMSFT,297.49,0.11864,5940682,95382.0,mirrored-microsoft
BMI,0.091403,-5.28945,5909464,237868.0,bridge-mutual
DOP,1.36,-15.34308,5905187,215777.0,drops-ownership-power
CPH,0.01472665,-78.04659,5899952,11343.68,cypherium
NINO,0.162331,14.82849,5899519,532324.0,ninneko
WOOF,0.00032959,-3.73868,5897233,118672.0,woof-token
ONES,0.494742,-1.82658,5887104,8545.74,oneswap-dao-token
KALM,1.4,10.52826,5880071,74526.0,kalmar
GAIA,0.04887068,-6.7967,5870335,625580.0,gaia-everworld
PORT,0.828271,-1.33314,5811626,349090.0,port-finance
KINGSHIB,0.01366753,-6.36281,5809429,267169.0,king-shiba
CHE,0.073074,-1.29061,5795194,581073.0,cherryswap
SFIL,2.9,-15.67778,5792174,39596.0,filecoin-standard-full-hashrate
STND,0.206755,-7.43413,5785675,242648.0,standard-protocol
ASR,2.7,0.6646,5770180,483615.0,as-roma-fan-token
REL,0.654633,7.53861,5767917,5407.77,relevant
RUN,0.03911457,-2.55812,5754275,35645.0,run
XTT-B20,0.134724,3.54742,5752452,119265.0,xtblock-token
TKP,0.072877,-0.87502,5744396,16305.97,tokpie
OWC,0.380032,1.28617,5738999,53517.0,oduwa-coin
OOKS,0.52551,-0.1528,5734395,189150.0,onooks
ROCK,0.055771,-0.48223,5725980,1180.03,bedrock
JONES,4.93,-13.3756,5721073,1244101.0,jones-dao
XY,1.016,-2.99407,5717617,20075.0,xy-finance
TXA,2.48,-2.94535,5710441,942916.0,txa
$ANRX,0.066636,-6.93756,5710100,207769.0,anrkey-x
WAMPL,9.96,0.19636,5706393,4903.84,wrapped-ampleforth
VERVE,0.02275319,-2.24398,5694074,14504.2,verve
KTN,2.78,-2.97509,5691078,89541.0,kattana
TIDAL,0.00135656,-3.91682,5689323,234118.0,tidal-finance
DFX,0.459186,-3.43522,5679045,6779.83,dfx-finance
FFF,0.00659866,-9.81536,5649087,50450.0,food-farmer-finance
AFIN,0.068214,-5.34128,5648096,391436.0,afin-coin
MAG,0.478944,1.40572,5647375,102252.0,magnet-dao
CHICKS,0.01938979,-5.42679,5641965,671906.0,solchicks-token
DUCK,0.120112,-2.46736,5636757,83494.0,dlp-duck-token
OXS,0.303208,-12.22088,5623520,47722.0,oxbull-solana
COPS,343.43,-8.55202,5618802,3790.08,cops-finance
FNDZ,0.392097,-2.15873,5608616,213131.0,fndz-token
VDL,0.324018,3.04563,5607048,13009.28,vidulum
HFT,4.335e-05,23.99213,5585734,140602.0,hodl-finance
SWASH,0.04056169,-8.46684,5575984,441216.0,swash
ZOO,0.051017,-9.24307,5571563,442403.0,zookeeper
NSFW,0.00015562,-6.53665,5559601,28924.0,xxxnifty
WOW,0.094981,-4.77631,5540590,17872.82,wownero
LUA,0.03428544,-10.52502,5537075,105599.0,lua-token
RVST,0.100694,1.03441,5531470,278421.0,revest-finance
PMON,5.2633e-08,,5530602,0.0,pocmon
WAG,0.118159,-7.42394,5521264,73219.0,wagyuswap
OPIUM,0.690319,-0.99154,5517463,428751.0,opium
GTH,0.03927839,-12.81461,5517170,271062.0,gather
LA,0.090498,-3.92064,5481438,95345.0,latoken
CNFI,0.218612,-0.15467,5470800,123517.0,connect-financial
CRX,54.68,-3.37082,5466249,48588.0,crodex
SNM,0.124246,-6.3505,5465994,113748.0,sonm
PI,0.00642038,-1.64039,5465405,67997.0,pchain
ONI,0.339376,-8.96161,5458878,119251.0,oni-token
PLASTIK,0.056778,2.14783,5438795,592626.0,plastiks
KAE,18.43,-15.28341,5437031,8469.53,kanpeki
